TextBox1,aTSV_MerchandiseCustomCodeDataTextBox,aTSV_MerchandiseDescriptionDataTextBox,aTSV_BrandDescriptionDataTextBox,aTNU_SaleQuantityDataTextBox,TextBox3
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M225-1,FARINHA ROSCA DEUSA 500G,DEUSA,22,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896117600034,FARINHA MANDIOCA TEMPERADA BACON 250G,DEUSA,19,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M128-1,FARINHA MANDIOCA DEUSA 500G,DEUSA,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M663-1,FARINHA MANDIOCA 500G BRANCA GROSSA,DEUSA,46,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2209-1,FARINHA MANDIOA TORRADA FINA 500G,DEUSA,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896022207984,FARINHA DE TRIGO 1KG,RENATA,17,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M728-1,FARINHA DE ROSCA,PULLMAN,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M620-1,FARINHA DE MILHO BIJU 500G,.,83,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M619-1,FARINHA DE MILHO BIJU 1KG,.,34,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M987-1,FARINHA DE MANDIOCA BIJU TEMPERADA PICANHA COM PIMENTA 250G,DEUSA,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2371-1,FARINHA AVEIA YOKI 170G,YOKI,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900050011,FANTA UVA 350ML,FANTA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900051513,FANTA UVA 2L,COCA COLA,45,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2128-1,FANTA LARANJA PET RETORNAVEL 2 LITROS,FANTA,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1422-1,FANTA LARANJA LATA 350ML,FANTA,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900031607,FANTA LARANJA 600ml,COCA COLA FEMSA,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2549-1,FANTA LARANJA 1L,FANTA,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900031515,FANTA LARANJA  2L,COCA COLA,77,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900093056,FANTA GUARANA  2L,COCA COLA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900097023,FANTA 350ML,FANTA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1983-1,FANDANGOS QUEIJO 85G,ruffles,24,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2744-1,FANDANGOS PRESUNTO 85GX15,FANDANGOS,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1045-1,FANDANGOS PRESUNTO 105G,PEPSICO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M625-1,FACA REFEICAO PLASTICO 50 UNIDADES,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M15-1,EXTRATO TOMATE ELEFANTE 300G,Elefante,134,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M615-1,ESSENCIA AROMASIL 140ML CITRONELA,.,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898932297475,ESSENCIA AROMASIL 140ML CAMPESTRE,AROMASIL,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M916-1,ESPONJA WISH MULTI USO,WISH,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898509280947,ESPONJA SUPER PRO,SUPER PRO ,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896001004504,ESPONJA ESFREBOM MULTI USO,ESFREBOM,50,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000123,ESPETO DE PANCETA,.,"3,74",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000062,ESPETO DE LINGUICA,.,"70,732",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000094,ESPETO DE FRANGO,.,"68,651",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000024,ESPETO DE CORACAO,.,"8,998",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000023,ESPETO DE CAFTA,.,"40,94",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1006-1,ESPETO DE BAMBU 25CM 50UND GINA,GINA,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000022,ESPETO BOVINO,.,"119,141",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1577-1,ESPETINHO DE QUEIJO COALHI COM GOIABADA,EMPORIO CAIPIRA,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1217-1,ESPELHO 14 - NIL-LAR,NIL-LAR,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2673-1,ESFIRRA DE CARNE 500G,A CASA DO SALGADO,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2661-1,ESFIHA DE CARNE MINI 500 G,A CASA DO SALGADO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M743-1,ESCOVA OVAL PLASTICO,CLAMAX,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M742-1,ESCOVA OVAL MADEIRA,CLAMAX,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2151-1,ESCOVA DENTAL NAVY FLESH,NAVY,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7908214702624,ESCOVA DENTAL INFANTIL CLEAN,CLEAN,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2477-1,ESCOVA DENTAL DENTLIMP ULTRA CLASSIC MACIA,DENTLIMP,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7908214754081,ESCOVA DENTAL CLEAN B,CLEAN B ,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M931-1,ESCOVA DENTAL CLASSIC MACIA-GRANDE,HILLO,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M203-1,ERVILHA PREDILECTA 170G,PREDILECTA,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898046373423,ERVAS FINAS 06G,CONDINEW,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2622-1,ENXAGUE BUCAL CLOSEUP 250ML ZERO A RED HOT,CLOSEUP,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1333-1,ENERGY DRINK FURIA 2L,FURIA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7897395031626,ENERGETICO TNT ORIGINAL 473ML,TNT,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1424-1,ENERGETICO MSX 269ML,MSX,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1500-1,ENERGETICO BALY TRADIONAL 2L,BALY,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2759-1,ENERGETICO ACAI COM GUARANA 269ML,TNT,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2760-1,ENERGETICO,TNT,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2447-1,ENERG MONSTER ULTRA STRAWBERRY,MONSTER,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M63-1,EMPANADO DE FRANGO CONGELADO,CRISPTY CHCKEN,"4,06",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1286-1,EISENBAHN 350ML UN,EISENBAHN,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M747-1,DUREPOXI 50G,LOCTITE,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M85-1,"DROPS MENTOS FRUTAS 37,5G",MENTOS,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1998-1,DROPS HALLS MENTOL,HALLS,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,78938830,DROPS HALLS MENTA,HALLS,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2422-1,DROPS HALLS MELANCIA,HALLS,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,78931640,DOVE MEN CARE 30ML,DOVE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2101-1,DOVE CONDICIONADOR UV REPAIR 150ML,DOVE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891150102552,DOVE CONDICIONADOR HIDRATAÇÃO 190ML,DOVE,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1041-1,DORITOS NACHO 75G,PEPSICO,31,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1048-1,DORITOS NACHO 37G,PEPSICO,30,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1034-1,DORITOS NACHO 120G,PEPSICO,26,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1047-1,DORITOS DINAM FLAMIN HOT 60G,PEPSICO,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M944-1,DOLCE SABOR LEITE COM COCO,NOPONTO,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M942-1,DOCES ELIS PALITO,.,91,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M429-1,DOCES DIVERSOS,MARUMAR,308,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M941-1,DOCE SABOR LEITE COM CHOCOLATE,.,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M789-1,DOCE PASTOSO COM LEITE E GELEIA DE AMEIXA 680G,FRANCHESCO,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M788-1,DOCE PASTOSO COM LEITE 680G,FRANCHESCO,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2489-1,DOCE PASTOSO COM GELEIA DE PIMENTA 450G,REI DO DOCE ,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2487-1,DOCE PASTOSO COM COCO 450G,REI DO DOCE ,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2490-1,DOCE PASTOSO COM CHOCOLATE 450G,REI DO DOCE ,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896536500342,DOCE DE PESSEGO EXTRA 830G,CATOINHO,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1430-1,DOCE DE BATATA DOCE,GALVANI,30,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1311-1,DOCE DE AMENDOIM GALVANI 90G,GALVANI,78,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M943-1,DOCE BRIGADEIRO,NOPONTO,21,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,123456,DIVERSOS CONSTRUÇÃO,NIL-LAR,144,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M984-1,DEUSA FAROFA DE MANDIOCA,DEUSA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896117600058,DEUSA FARINHA MANDIOCA BIJU TEMPERADO TRADICIONAL,DEUSA,19,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896098900253,DETERGENTE YPE CLEAR,Ype,62,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7897664130043,DETERGENTE MINUANO 500ML,MINUANO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M179-1,DETERGENTE LIQUIDO MINUANO 500ML NEUTRO,MINUANO,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2788-1,DETERGENTE LIMPOL NEUTRO 500ML,LIMPOL ,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891150064317,DETERGENTE EM PO OMO 800G LAV. PERFEITA,OMO,28,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2094-1,DETERGENTE EM PO OMO 700G LAV. PERFEITA,OMO,30,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1580-1,DETERGENTE 500ML NEUTRO,SUPREMA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M11-1,DETERG LIQ.YPE 500ML NEUTRO,Ype,188,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M305-1,DESODORANTE REXONA ROLL-ON 50ML MEN V8,REXONA,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2611-1,DESODORANTE REXONA ROLL-ON 50ML BAMBO,REXONA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M303-1,DESODORANTE REXONA AERO 150ML MEN V8,REXONA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M302-1,DESODORANTE REXONA AERO 150ML MEN ACTIVE,REXONA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2619-1,DESODORANTE REXONA AERO 150ML MEN,REXONA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M301-1,DESODORANTE REXONA AERO 150ML FEM INVISIBLE,REXONA,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M300-1,DESODORANTE DOVE ROLL-ON 50ML FEM ORIGINAL,DOVE,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M299-1,DESODORANTE DOVE ROLL-ON 50ML FEM GO FRESH ROMA,DOVE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M297-1,DESODORANTE DOVE AERO 150ML MEN CUIDADO TOTAL,DOVE,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M296-1,DESODORANTE DOVE AERO 150ML FEM ORIGINAL,DOVE,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2747-1,DESODORANTE DOVE AERO 150ML FEM BEAUTY FINISH*,DOVE,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M269-1,DESINFETANTE URCA 2L LAVANDA ROXO,URCA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M158-1,DESINFETANTE PINHO BRIL 500ML,PINHO BRIL,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M270-1,DESINFETANTE BUFALO 750ML JASMIM,BUFALO,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M914-1,DESINFETANTE BACTERICIDA LAVANDA 2 LITROS,BUFALO,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896183301019,DESINF SANOL 2L LAVANDA,SANOL ,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1806-1,DESINF PINHO BRIL L500P450 P SILVESTRE C,PINHO BRIL,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1519-1,DESINF BUFALO 2L JASMIM,BUFALO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2225-1,DESINF BUFALO 2L HERBAL,BUFALO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7897664140196,DESIFETANTE LAVANTA MINUANO 500ML,MINUANO,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7897664140219,DESIFETANTE FLORAL 500 ML MINUANO,MINUANO,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1397-1,DESENGRIPANTE 300ML,GITANES,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M264-1,DESENGORDURANTE AZULIM 500ML,AZULIM,24,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M412-1,DENTADURAS 80G,FINI,37,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,5,DELIVERY,.,17,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900660357,DEL VALLE MANGA 1L,DEL VALLE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000021,CUPIM,.,"62,162",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1743-1,CRYSTAL ICE LIMAO  275ML,CRYSTAL,23,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1744-1,CRYSTAL ICE FRUTAS AMARELAS 275ML,CRYSTAL,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1554-1,CRYSTAL FRUTAS VERMELHA  275ML,CRYSTAL,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1191-1,CROCANTISSIMO SALAME C LIMAO 40g BIMBO,BIMBO,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1194-1,CROCANTISSIMO QUEIJO E CEBOLA 40G BIMBO,BIMBO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1193-1,CROCANTISSIMO PEITO DE PERU COM REQUEIJAO 40G BIMBO,BIMBO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1190-1,CROCANTISSIMO CHURRASCO 40G BIMBO,BIMBO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M121-1,CREME LEITE QUATA 200G,QUATA,24,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M173-1,CREME LEITE PIRACANJUBA 200G,PIRACANJUBA,208,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M604-1,CREME LEITE MOCOCA 200G,.,68,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M228-1,CREME LEITE ITALAC 200G,Italac,115,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M683-1,CREME DENTAL TRIPLE 70G MENTA AMERICANA,CLOSEUP,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M682-1,CREME DENTAL TRIPLE 70G MENTA,CLOSEUP,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M681-1,CREME DENTAL TRIPLE 70G HORTELA,CLOSEUP,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2630-1,CREME DENTAL ORAL B 70G EXTRA BRANCO,ORAL B ,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7506339363883,CREME DENTAL ORAL B 70G,ORAL B ,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M254-1,CREME DENTAL COLGATE 90G,COLGATE,22,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M583-1,CREME DE PIMENTA SALSA COM MOSTARDA ALEMAO,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M585-1,CREME DE PIMENTA FURIOSO ALEMAO,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896256600780,CREME DE LEITE TIROL 200G,TIROL,41,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M190-1,CREME CHANTILLY CHANTY MIX AMELIA 200ML,AMELIA,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M40-1,CREME CEBOLA NEILAR 60G,NEILAR,45,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M199-1,CREME AVELA NUTELLA 140G,NUTELA,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1513-1,CRAVO 06g,CONDINEW,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2659-1,COXINHA DE FRANGO  500G,A CASA DO SALGADO,8,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000115,COXINHA DA ASA,.,"51,149",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000093,COXINHA DA ASA,.,"281,609",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000020,COXAO MOLE,.,"438,067",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000019,COXAO DURO,.,"212,391",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2503-1,COXA E SOBRECOXA,SANTA CECILIA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000092,COXA COM SOBRECOXA,.,"796,753",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,070,COUVE,.,158,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000126,COSTELINHA SUINA SALGADA,.,"32,867",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000125,COSTELINHA SUINA,.,"604,051",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000018,COSTELA DESSOSSADA,.,"3,151",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000017,COSTELA BOVINA,.,"1160,829",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2177-1,CORONA EXTRA 350ML,CORONA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1092-1,CORONA EXTRA 330ML,AMBEV,23,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000091,CORACAO DE FRANGO,.,"130,012",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,742832318976,COPOS DESCARTAVEIS 100 UNIDADES,FONPLAST,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898965262693,COPO PLASTICO ECONOPOT 300ML BRANCO,ECONOPOT,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M278-1,COPO PLASTICO ECONOPOT 180ML BRANC,ECONOPOT,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2454-1,COPO PLAST COPOMAIS 300ML TRANS COM 100,COPOMAIS ,1,Todos
